la,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
E07000173,11,,,,,1,,,2,6,1,1,7,3,,4,2,16,,3,1,4,,,24,3,7,8,2,2,4,26,28,,5,1,,16,,,59,18,213,,50,59,113,,45,2,1,10,6,,7,70,,9,12,1,16,126,10,19,2,10,,79,35,109,54,7,15,91,4,,7,18,7,6,26,98,,4,42,123,15,28,,23,3,1,35,6,5,72,,12,
E07000155,36,2,2,,,,1,,,8,5,,5,5,4,4,1,6,,4,,4,1,,13,11,6,8,14,2,9,26,32,,11,,2,4,,,73,22,173,,69,64,126,,50,2,7,13,1,,13,63,,19,28,2,20,225,21,43,7,19,,119,58,274,72,5,22,173,4,,19,33,12,11,40,161,,3,74,67,5,17,,30,6,,54,20,5,80,,26,
N09000007,31,4,2,,,,,3,1,18,1,,3,3,1,3,2,7,,3,2,13,5,1,22,8,7,10,4,3,15,29,41,,17,,1,3,4,,116,12,108,,56,119,119,,33,,2,12,3,,6,74,,16,18,2,13,120,13,28,6,16,,158,26,115,44,9,16,87,6,,14,11,6,11,29,83,,2,32,89,7,17,,12,2,1,52,15,6,66,1,28,
E07000046,41,4,3,,,,,,2,8,4,,2,1,,3,,3,,,,4,4,1,13,6,4,7,,1,7,22,16,1,6,2,3,3,1,,58,6,74,,29,27,66,,14,2,1,5,3,,30,33,,12,6,,3,51,3,6,,4,,54,22,38,20,2,10,44,7,,5,4,5,3,11,50,,1,36,19,11,5,,15,4,,24,13,,26,,29,
N09000008,20,,2,,,1,,6,2,22,4,,5,1,,4,1,4,,2,3,6,1,,16,,4,7,4,3,12,15,36,,19,1,2,8,1,,107,7,71,,33,64,104,,27,4,,6,2,,12,50,,12,9,3,4,57,7,18,2,13,,117,24,48,34,3,6,59,2,,7,5,6,10,16,63,,2,20,25,7,11,,8,2,,47,20,2,56,1,24,
E07000166,51,4,1,,,,,2,2,15,5,,3,2,1,1,,3,,1,,2,1,,9,4,3,1,3,2,5,6,13,,4,3,,1,,,47,6,115,,44,30,67,,35,,,7,,,38,32,,8,7,,7,44,8,8,2,8,,81,11,85,23,1,8,66,5,,8,8,2,2,18,55,,3,19,36,2,9,,14,1,2,33,1,2,50,2,19,
E07000197,61,3,1,,,,,,4,7,3,,2,6,2,5,3,7,,6,,9,9,5,33,10,11,18,5,7,8,37,48,,10,4,1,5,3,,121,29,256,,82,120,215,,83,3,2,8,10,,20,99,,16,23,5,14,234,23,40,5,16,,156,64,219,79,7,23,161,6,,17,21,4,9,50,189,,4,93,174,13,33,,26,7,1,61,19,6,137,2,44,
N09000004,47,3,4,,,1,,4,1,13,3,,2,5,1,9,,8,1,3,1,6,6,3,23,,1,11,1,4,11,14,12,,32,2,,8,5,,165,25,200,,55,59,123,,32,4,,2,1,,25,69,,4,6,4,6,47,9,22,3,8,,142,17,47,32,1,3,51,8,,16,5,10,8,7,47,,3,34,48,4,20,,12,1,3,44,21,2,42,2,36,
E07000030,75,13,2,,,1,,3,1,14,4,,3,1,,6,,2,,1,,1,3,1,11,2,3,4,2,1,2,13,10,,6,,,3,2,,69,14,113,,38,42,82,,46,1,1,2,3,,34,44,,5,10,1,6,41,5,6,3,7,,48,24,84,35,7,4,55,8,,4,3,8,4,12,66,,1,26,40,1,9,,17,6,,41,9,2,46,,24,
E08000011,6,,1,,,3,,1,2,7,1,,3,3,,6,5,4,,5,,8,2,3,31,5,8,12,4,3,5,31,43,,14,,1,12,4,,62,30,257,,30,56,110,,140,,1,55,15,,8,54,,5,11,,18,85,14,37,3,21,,83,34,97,39,,6,64,2,,14,20,3,19,32,152,,7,61,91,8,29,,12,1,1,23,8,3,102,1,7,
S12000011,5,2,,,,1,,3,2,6,2,,2,5,4,1,1,6,,1,1,1,2,,10,6,1,1,1,2,2,15,19,,3,1,1,5,2,,44,15,105,,27,45,120,,26,1,2,7,4,,14,71,,17,17,4,10,160,16,15,2,18,,154,53,157,44,6,11,110,3,,11,16,11,4,23,106,,3,28,96,6,12,,20,,,25,5,5,101,3,3,
N09000002,112,3,1,,,,,14,2,37,6,,11,3,,12,6,6,,5,,16,6,4,31,3,4,26,9,4,13,33,55,,28,2,1,23,4,,253,47,174,,101,136,254,,144,,3,18,5,,19,101,,20,13,2,8,102,14,29,8,21,,192,44,89,48,6,3,69,9,,22,13,6,9,23,70,,,42,54,10,32,,21,5,5,81,29,3,77,,40,
W06000019,2,2,,,,,,,,6,1,,3,2,,,2,2,,6,,9,1,1,4,2,1,3,,1,6,17,9,,3,1,1,4,,,23,16,77,,29,11,44,,29,,,1,,,3,35,,1,5,1,3,26,1,7,2,4,,12,7,23,7,5,2,28,,,4,1,2,6,6,19,,,13,16,5,9,,14,4,2,19,2,1,22,,,
S12000013,11,1,28,,,1,,7,12,8,3,,6,3,,,,,,,,1,1,,4,,2,,,1,,7,8,,8,,,1,,,11,6,25,,9,8,34,,12,2,1,2,,,17,18,,4,6,,1,15,3,2,,1,,13,4,14,25,2,,39,,,6,1,2,1,1,40,,,10,7,2,2,,10,4,1,10,26,1,11,,,
E06000053,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,4,,1,2,5,,1,2,,,,,7,1,,,1,,,,1,,,,,5,,2,,,,3,,,1,,1,,1,2,,,1,1,,,,,,,1,,,,,8,
S12000035,28,22,41,,,1,,5,9,17,19,,3,2,,4,1,6,,3,2,2,1,,11,4,,3,,3,2,18,31,,24,,1,10,,,55,29,62,,23,22,109,,17,23,3,9,1,,71,65,,13,17,4,3,56,3,7,,7,,76,17,76,49,15,5,94,5,,1,8,9,4,16,73,,2,29,30,7,14,,22,17,,40,30,,47,1,6,
W06000024,1,1,1,,,,,,,6,1,,,1,,3,1,6,,1,1,3,,,11,1,3,3,1,1,4,6,13,,3,1,,3,,,35,75,101,,28,21,55,,24,1,,4,1,,4,49,,4,1,1,6,19,5,12,3,4,,27,10,28,14,1,3,31,2,,6,5,3,4,11,41,,4,15,23,2,5,,5,1,,26,4,2,41,,1,
S12000023,46,1,34,,,2,,2,7,8,2,,3,,,,,1,,1,,,,,1,1,1,,,,,5,7,,20,,,1,1,,19,5,21,,9,8,28,,7,7,,3,,,14,13,,1,2,,,10,2,,,,,16,1,9,12,3,,25,1,,1,2,4,,3,17,,,2,5,,3,,10,4,,7,12,,11,,,
S12000027,19,,104,,,1,,,1,14,3,,5,4,1,3,,,,,,2,,1,1,1,,,,1,,2,13,,4,,,1,,,30,11,45,,18,11,27,,6,3,1,1,2,,16,15,,1,5,1,1,11,,2,,,,23,3,24,18,,1,24,2,,10,1,7,1,8,20,,1,6,6,,2,,5,2,1,6,5,,103,,,
M99999999,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,1,,,,,2,1,1,,,2,5,,,,,,,,,1,,,,,,,,2,1,1,,5,1,1,,,,2,,,,,,,,3,,,1,,,,,,,,2,,,3,,1,
L99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12,,,,,,1,,,,,,,,,,,,2,2,1,1,,,,
